,510010.SH,510030.SH,510050.SH,510070.SH,510090.SH,510110.SH,510120.SH,510130.SH,510160.SH,510180.SH,510190.SH,510210.SH,510220.SH,510230.SH,510270.SH,510280.SH,510290.SH,510300.SH,510310.SH,510330.SH,510360.SH,510410.SH,510420.SH,510430.SH,510440.SH,510500.SH,510510.SH,510520.SH,510560.SH,510580.SH,510630.SH,510650.SH,510660.SH,510680.SH,510710.SH,510810.SH,510880.SH,510900.SH,511010.SH,511210.SH,511220.SH,511600.SH,511660.SH,511680.SH,511690.SH,511700.SH,511800.SH,511810.SH,511820.SH,511830.SH,511850.SH,511860.SH,511880.SH,511890.SH,511900.SH,511910.SH,511920.SH,511930.SH,511960.SH,511970.SH,511980.SH,511990.SH,512000.SH,512010.SH,512070.SH,512100.SH,512120.SH,512210.SH,512220.SH,512230.SH,512300.SH,512310.SH,512330.SH,512340.SH,512500.SH,512510.SH,512600.SH,512610.SH,512640.SH,512660.SH,512680.SH,512810.SH,512880.SH,512990.SH,513030.SH,513100.SH,513500.SH,513600.SH,513660.SH,518800.SH,518880.SH,510020.SH,510060.SH,510170.SH,510260.SH,510150.SH
2015-03-16,1.1945,1.3251,3.5964,1.5128,1.6252,1.3761,1.247,1.3414,1.3154,3.3843,1.304,1.2882,1.1968,1.6053,1.2917,1.421,1.5919,1.4339,1.4942,1.577,0,0.8162,1.609,1.512,1.989,1.8272,1.8277,1.6213,0,0,1.4244,1.5907,1.3743,1.6149,0,0,2.0216,1.1116,1.064,1.0824,0.9982,0,0,0,0,0,1.0144,1.0095,0,0,0,1.0088,1.0867,0,0,0,0,0,0,0,0,1.09,0,1.1268,2.2641,0,1.248,1.2009,1.5511,1.2839,1.188,0,0,0,0,0,1.3571,1.3649,1.7666,0,0,0,0,1.0311,1.014,1.432,1.1631,0.9869,0.9984,0.8825,0.8915,0.8719,1.1327,0.6247,1.262,1.2708
2015-03-17,1.2123,1.3436,3.6407,1.5231,1.6434,1.3954,1.2634,1.3641,1.3405,3.433,1.3148,1.3077,1.2182,1.6278,1.3116,1.436,1.6168,1.4534,1.5147,1.5986,0,0.8314,1.632,1.528,2.022,1.8555,1.8552,1.6459,0,0,1.4376,1.6117,1.376,1.6392,0,0,2.0574,1.1132,1.0647,1.0825,0.9977,0,0,0,0,0,1.0145,1.0096,0,0,0,1.0089,1.0868,0,0,0,0,0,0,0,0,1.0901,0,1.1292,2.3159,0,1.253,1.2178,1.5593,1.2899,1.1973,0,0,0,0,0,1.3713,1.3714,1.7921,0,0,0,0,1.0311,1.005,1.433,1.1587,0.9845,0.9945,0.8757,0.8844,0.8817,1.1526,0.6359,1.275,1.2784
2015-03-18,1.2412,1.3779,3.7337,1.5497,1.6764,1.4299,1.2916,1.39,1.3763,3.5125,1.3481,1.334,1.2419,1.6653,1.3431,1.467,1.6466,1.487,1.55,1.6363,0,0.8494,1.666,1.573,2.052,1.8863,1.886,1.6727,0,0,1.4603,1.6514,1.3977,1.6685,0,0,2.1176,1.1263,1.0637,1.0823,0.9972,0,0,0,0,0,1.0146,1.0097,0,0,0,1.009,1.0869,0,0,0,0,0,0,0,0,1.0903,0,1.1468,2.3677,0,1.272,1.238,1.5993,1.3104,1.2158,0,0,0,0,0,1.3938,1.3932,1.833,0,0,0,0,1.0863,1.004,1.448,1.1722,0.9934,1.0012,0.8681,0.8768,0.8998,1.1833,0.6495,1.305,1.3038
2015-03-19,1.239,1.3741,3.7065,1.5617,1.6741,1.4154,1.3072,1.4007,1.3912,3.507,1.347,1.3388,1.2509,1.6446,1.3419,1.459,1.6604,1.4847,1.5477,1.6336,0,0.858,1.673,1.57,2.069,1.9016,1.9012,1.6868,0,0,1.4489,1.6299,1.3906,1.6825,0,0,2.1259,1.1383,1.064,1.0822,0.9975,0,0,0,0,0,1.0147,1.0098,0,0,0,1.0091,1.087,0,0,0,0,0,0,0,0,1.0904,0,1.1404,2.3349,0,1.266,1.2325,1.6085,1.3045,1.2128,0,0,0,0,0,1.3865,1.3872,1.8133,0,0,0,0,1.0863,1.026,1.447,1.1646,1.0061,1.0094,0.8813,0.89,0.8993,1.1859,0.657,1.314,1.2939
2015-03-20,1.2601,1.3857,3.7767,1.584,1.6896,1.4507,1.3156,1.4158,1.3937,3.5627,1.3634,1.3515,1.2608,1.6911,1.3618,1.478,1.6709,1.5045,1.5688,1.6556,0,0.8541,1.688,1.588,2.084,1.9209,1.9207,1.703,0,0,1.4509,1.6759,1.4037,1.6925,0,0,2.1457,1.1419,1.0662,1.0819,0.9978,0,0,0,0,0,1.0148,1.0099,0,0,0,1.0092,1.0874,0,0,0,0,0,0,0,0,1.0905,0,1.1537,2.4558,0,1.28,1.2387,1.6382,1.3194,1.225,0,0,0,0,0,1.3911,1.4028,1.864,0,0,0,0,1.0966,1.017,1.459,1.1757,1.0032,1.0073,0.8813,0.89,0.9052,1.2053,0.6554,1.327,1.3022
2015-03-23,1.2846,1.4094,3.8325,1.626,1.7193,1.4728,1.3519,1.4524,1.4308,3.6306,1.3995,1.3785,1.2919,1.7138,1.3898,1.503,1.7083,1.5349,1.6009,1.6893,0,0.8737,1.724,1.614,2.126,1.9674,1.9671,1.7435,0,0,1.4793,1.699,1.4203,1.7292,0,0,2.1937,1.1432,1.0658,1.0815,0.9986,0,0,0,0,0,1.0151,1.0103,0,0,0,1.0096,1.0875,0,0,0,0,0,0,0,0,1.0909,0,1.1671,2.4905,0,1.296,1.2618,1.6986,1.3399,1.2494,0,0,0,0,0,1.4162,1.4248,1.8901,0,0,0,0,1.0966,1.019,1.453,1.1727,1.0075,1.0141,0.8895,0.8983,0.9193,1.2299,0.6703,1.358,1.3308
2015-03-24,1.2757,1.4022,3.781,1.6362,1.714,1.4556,1.3624,1.4725,1.4385,3.6194,1.406,1.3792,1.3056,1.6865,1.3851,1.491,1.718,1.5356,1.6018,1.6899,0,0.8784,1.732,1.6,2.127,1.9755,1.9757,1.7508,0,0,1.4652,1.6718,1.4428,1.739,0,0,2.2143,1.1263,1.0655,1.0815,0.9975,0,0,0,0,0,1.0152,1.0104,0,0,0,1.0097,1.0876,0,0,0,0,0,0,0,0,1.091,0,1.1867,2.4375,0,1.312,1.2607,1.7297,1.3561,1.2574,0,0,0,0,0,1.4166,1.4424,1.8652,0,0,0,0,1.1168,1.04,1.447,1.1647,1.0026,1.0089,0.8935,0.9025,0.9116,1.2247,0.6744,1.371,1.3397
2015-03-25,1.2624,1.3779,3.7323,1.644,1.6931,1.4267,1.367,1.462,1.4273,3.5806,1.4071,1.3655,1.3037,1.6516,1.3664,1.47,1.7246,1.5234,1.5887,1.6761,0,0.8703,1.727,1.595,2.144,1.9976,1.9984,1.7703,0,0,1.482,1.6362,1.4641,1.7449,0,0,2.193,1.1233,1.0649,1.081,0.9967,0,0,0,0,0,1.0153,1.0105,0,0,0,1.0098,1.0878,0,0,0,0,0,0,0,0,1.0911,0,1.1958,2.4055,0,1.324,1.2687,1.734,1.3738,1.282,0,0,0,0,0,1.4292,1.4617,1.8342,0,0,0,0,1.1122,1.027,1.413,1.1481,1.0079,1.0151,0.8952,0.904,0.9017,1.2088,0.6694,1.381,1.3522
2015-03-26,1.2713,1.3909,3.7853,1.6191,1.6996,1.4375,1.3746,1.4507,1.4343,3.6015,1.3972,1.373,1.2966,1.6623,1.3793,1.483,1.7197,1.527,1.5923,1.6803,0,0.8813,1.724,1.622,2.136,1.9835,1.9838,1.7583,0,0,1.4952,1.6474,1.455,1.7399,0,0,2.1884,1.1181,1.0613,1.0808,0.9945,0,0,0,0,0,1.0154,1.0106,0,0,0,1.0099,1.0879,0,0,0,0,0,0,0,0,1.0912,0,1.1834,2.4179,0,1.309,1.2922,1.6686,1.3564,1.2631,0,0,0,0,0,1.4442,1.4432,1.8429,0,0,0,0,1.1134,1.029,1.407,1.1447,1.0062,1.0136,0.9059,0.9146,0.9172,1.2242,0.6716,1.38,1.3466
2015-03-27,1.2746,1.394,3.7881,1.6405,1.7054,1.4411,1.3801,1.4619,1.445,3.6138,1.406,1.3765,1.3051,1.6626,1.3816,1.488,1.7321,1.5352,1.601,1.6897,0,0.8831,1.737,1.626,2.153,2.0063,2.0065,1.7775,0,0,1.4974,1.6506,1.4687,1.7524,0,0,2.2013,1.1165,1.0599,1.0802,0.9932,0,0,0,0,0,1.0155,1.0107,0,0,0,1.0099,1.0882,0,0,0,0,0,0,0,0,1.0914,0,1.1905,2.4165,0,1.322,1.2876,1.6863,1.3725,1.2873,0,0,0,0,0,1.4434,1.4607,1.8554,0,0,0,0,1.1202,1.023,1.414,1.148,1.0061,1.0136,0.9039,0.9127,0.9167,1.2264,0.675,1.386,1.3516
2015-03-30,1.3214,1.4515,3.9212,1.6705,1.7726,1.4953,1.4125,1.4998,1.4992,3.7284,1.4347,1.4131,1.3332,1.7244,1.4294,1.544,1.7613,1.5795,1.6471,1.7391,0,0.8974,1.779,1.671,2.183,2.0313,2.0311,1.7991,0,0,1.5143,1.7159,1.492,1.7813,0,0,2.2585,1.1544,1.0584,1.0799,0.9926,0,0,0,0,0,1.0158,1.0111,0,0,0,1.0102,1.0883,0,0,0,0,0,0,0,0,1.0917,0,1.2069,2.492,0,1.338,1.2986,1.6784,1.3889,1.2992,0,0,0,0,0,1.4571,1.4783,1.9255,0,0,0,0,1.1481,1.04,1.431,1.1621,1.0217,1.0275,0.8973,0.9059,0.9442,1.2685,0.683,1.41,1.3694
2015-03-31,1.3058,1.4285,3.8797,1.6602,1.7483,1.4796,1.3995,1.4842,1.4723,3.6888,1.4259,1.3977,1.3217,1.7097,1.4131,1.526,1.7489,1.5647,1.6325,1.7236,0,0.8836,1.762,1.659,2.163,2.0334,2.0339,1.799,0,0,1.5032,1.6995,1.4893,1.7683,0,0,2.2318,1.1583,1.0561,1.0806,0.9905,0,0,0,0,0,1.0159,1.0112,0,0,0,1.0103,1.0885,0,0,0,0,0,0,0,0,1.0919,0,1.2,2.4843,0,1.34,1.2909,1.6968,1.3907,1.3113,0,0,0,0,0,1.4498,1.4803,1.9076,0,0,0,0,1.1401,1.026,1.416,1.1524,1.024,1.0282,0.8854,0.8938,0.9287,1.2513,0.6744,1.404,1.3618
2015-04-01,1.328,1.4429,3.9427,1.6997,1.7706,1.5005,1.4264,1.5094,1.5012,3.7499,1.4508,1.4209,1.348,1.7401,1.4364,1.546,1.791,1.5927,1.6615,1.7543,0,0.8957,1.792,1.685,2.211,2.0819,2.0824,1.8408,0,0,1.5224,1.7275,1.5237,1.81,0,0,2.2737,1.1773,1.0579,1.0803,0.9918,0,0,0,0,0,1.016,1.0113,0,0,0,1.0104,1.0886,0,0,0,0,0,0,0,0,1.092,0,1.2216,2.5519,0,1.374,1.3093,1.742,1.4239,1.3477,0,0,0,0,0,1.4713,1.5158,1.9355,0,0,0,0,1.1605,1.021,1.409,1.1483,1.0315,1.036,0.8896,0.8983,0.9435,1.2708,0.6849,1.435,1.3852
2015-04-02,1.3214,1.435,3.9169,1.71,1.7658,1.4877,1.4294,1.5112,1.5012,3.7369,1.4608,1.4257,1.3608,1.7238,1.4294,1.541,1.8261,1.5933,1.662,1.7547,0,0.9082,1.796,1.682,2.249,2.1198,2.1205,1.8742,0,0,1.5401,1.7107,1.5326,1.8448,0,0,2.3049,1.1884,1.0607,1.0809,0.993,0,0,0,0,0,1.0162,1.0114,0,0,0,1.0105,1.0887,0,0,0,0,0,0,0,0,1.0921,0,1.2273,2.519,0,1.387,1.3183,1.7703,1.4389,1.3754,0,0,0,0,0,1.4864,1.5323,1.9197,0,0,0,0,1.1639,1.018,1.41,1.1516,1.0388,1.0433,0.9032,0.9119,0.9377,1.2619,0.6976,1.448,1.4
2015-04-03,1.3369,1.4419,3.9684,1.7271,1.7758,1.5033,1.4395,1.5252,1.5074,3.7796,1.4788,1.4394,1.3761,1.7526,1.4481,1.556,1.853,1.611,1.6802,1.7743,0,0.9126,1.814,1.696,2.28,2.153,2.1537,1.9024,0,0,1.5486,1.7378,1.5479,1.8711,0,0,2.3453,1.1884,1.0595,1.0812,0.9932,0,0,0,0,0,1.0163,1.0115,0,0,0,1.0106,1.0891,0,0,0,0,0,0,0,0,1.0922,0,1.2385,2.5874,0,1.4,1.3316,1.7852,1.4556,1.3993,0,0,0,0,0,1.5008,1.5504,1.9481,0,0,0,0,1.1768,1.028,1.41,1.1516,1.0388,1.0433,0.8998,0.9085,0.9441,1.2689,0.7007,1.458,1.4122
2015-04-07,1.367,1.4771,4.0686,1.7614,1.8145,1.5394,1.4706,1.5494,1.5403,3.8618,1.5159,1.4757,1.404,1.7939,1.4808,1.592,1.8961,1.6451,1.7157,1.812,0,0.9385,1.848,1.745,2.33,2.2047,2.2049,1.947,0,0,1.5948,1.7782,1.5843,1.9131,0,0,2.4268,1.1884,1.0586,1.0813,0.9938,0,0,0,0,0,1.0167,1.012,0,0,0,1.011,1.0893,0,0,0,0,0,0,0,0,1.0927,0,1.2724,2.6342,0,1.435,1.3574,1.8179,1.4908,1.4315,0,0,0,0,0,1.5386,1.5884,1.9926,0,0,0,0,1.2017,1.046,1.416,1.1549,1.0388,1.0433,0.9074,0.9161,0.9618,1.2984,0.7196,1.485,1.4383
2015-04-08,1.3915,1.5014,4.1559,1.7554,1.8344,1.5731,1.4765,1.5493,1.5547,3.9126,1.5179,1.4914,1.3985,1.8394,1.5053,1.61,1.8827,1.6592,1.7299,1.8268,0,0.9301,1.854,1.782,2.316,2.189,2.1895,1.9333,0,0,1.6072,1.821,1.569,1.901,0,0,2.4626,1.2541,1.0562,1.0806,0.9935,0,0,0,0,0,1.0168,1.0121,0,0,0,1.0111,1.0894,0,0,0,0,0,0,0,0,1.0928,0,1.2575,2.7288,0,1.415,1.3571,1.7793,1.4712,1.4172,1,0,0,0,0,1.5394,1.569,2.0426,0,0,0,0,1.2089,1.029,1.427,1.1594,1.0771,1.0838,0.9093,0.918,0.9708,1.3249,0.7125,1.484,1.4297
2015-04-09,1.3804,1.4888,4.1273,1.7528,1.8169,1.5615,1.4702,1.5371,1.5385,3.8834,1.5087,1.4726,1.3851,1.8224,1.4936,1.6,1.861,1.6472,1.7166,1.8131,0,0.9144,1.841,1.781,2.296,2.1716,2.1716,1.917,0,0,1.6013,1.8092,1.5576,1.8803,0,0,2.4428,1.2866,1.0563,1.0805,0.9939,0,0,0,0,0,1.0168,1.0122,0,0,0,1.0111,1.0895,0,0,0,0,0,0,0,0,1.093,0,1.2528,2.7079,0,1.411,1.3396,1.763,1.4662,1.4117,1,0,0,0,0,1.5241,1.5638,2.0408,0,0,0,0,1.2002,1.034,1.436,1.1644,1.106,1.1078,0.8965,0.9051,0.9527,1.3214,0.701,1.473,1.4132
2015-04-10,1.4037,1.5203,4.2031,1.794,1.8587,1.5892,1.4993,1.563,1.5629,3.953,1.542,1.5024,1.416,1.8587,1.5123,1.634,1.9112,1.6785,1.7496,1.8477,0,0.933,1.874,1.808,2.36,2.2293,2.2295,1.9665,0,0,1.6516,1.8431,1.6023,1.9304,0,0,2.5053,1.3107,1.0567,1.0809,0.9944,0,0,0,0,0,1.0169,1.0123,0,0,0,1.0112,1.0898,0,0,0,0,0,0,0,0,1.0931,0,1.2888,2.7545,0,1.454,1.375,1.7996,1.5172,1.4709,1.0003,0,0,0,0,1.5705,1.6176,2.0754,0,0,0,0,1.2238,1.04,1.442,1.171,1.1162,1.1184,0.898,0.9063,0.9707,1.3344,0.7165,1.5,1.4534
2015-04-13,1.4327,1.5634,4.279,1.8222,1.9045,1.6165,1.5347,1.5931,1.6022,4.0262,1.5658,1.5366,1.4491,1.8869,1.5438,1.667,1.9651,1.7082,1.7806,1.8802,0,0.9483,1.906,1.844,2.412,2.277,2.2768,2.0076,0,0,1.6681,1.8707,1.6624,1.9835,0,0,2.5365,1.3681,1.0584,1.085,0.9955,0,0,0,0,0,1.0172,1.0126,0,0,0,1.0115,1.0899,0,0,0,0,0,0,0,0,1.0934,0,1.3312,2.7372,0,1.506,1.3951,1.8293,1.5775,1.5412,1.0003,0,0,0,0,1.5907,1.6812,2.102,0,0,0,0,1.2471,1.032,1.439,1.1665,1.146,1.1482,0.9072,0.9157,0.9852,1.3744,0.7289,1.534,1.4755
2015-04-14,1.4416,1.5713,4.2947,1.8205,1.9004,1.6101,1.5667,1.61,1.6318,4.0519,1.573,1.5462,1.4619,1.877,1.5625,1.667,1.9756,1.7152,1.7879,1.8877,0,0.9441,1.923,1.871,2.421,2.2762,2.2753,2.0077,0,0,1.6647,1.8584,1.6781,1.9936,0,0,2.551,1.3377,1.0584,1.0844,0.9963,0,0,0,0,0,1.0173,1.0128,0,0,0,1.0116,1.09,0,0,0,0,0,0,0,0,1.0935,0,1.3358,2.7342,0,1.515,1.402,1.8153,1.5857,1.5534,1.0003,0,0,0,0,1.593,1.6903,2.0919,0,0,0,0,1.2515,1.022,1.435,1.1687,1.1294,1.1301,0.8987,0.907,0.9929,1.3962,0.7255,1.558,1.4742
2015-04-15,1.436,1.5884,4.2962,1.764,1.897,1.606,1.5477,1.5758,1.6298,4.0194,1.5412,1.5281,1.4223,1.874,1.5578,1.658,1.9075,1.694,1.7649,1.8633,0,0.9268,1.886,1.871,2.328,2.1874,2.1858,1.9323,0,0,1.6059,1.8568,1.6268,1.926,0,0,2.5144,1.3552,1.0609,1.0847,0.9983,0,0,0,0,0,1.0174,1.013,0,0,0,1.0121,1.0903,0,0,0,0,0,0,0,0,1.0936,0,1.2942,2.6648,0,1.461,1.3629,1.749,1.5288,1.4897,1.0003,0,0,0,0,1.5431,1.6308,2.0752,0,0,0,0,1.2308,1.026,1.443,1.1733,1.1303,1.1312,0.8959,0.904,0.9847,1.4031,0.711,1.531,1.4313
2015-04-16,1.4872,1.6493,4.4765,1.8008,1.964,1.6594,1.6025,1.6065,1.6801,4.1546,1.5842,1.5678,1.4494,1.9368,1.6138,1.719,1.9405,1.7448,1.8182,1.9195,0,0.9559,1.934,1.951,2.364,2.2182,2.2164,1.9561,0,0,1.663,1.921,1.6583,1.9585,0,0,2.586,1.3767,1.0607,1.082,0.9989,0,0,0,0,0,1.0176,1.0131,0,0,0,1.0122,1.0905,0,0,0,0,0,0,0,0,1.0938,0,1.3174,2.7453,0,1.488,1.4313,1.7767,1.5583,1.5198,1.0003,0,1,0,0,1.6033,1.6613,2.1328,0,0,0,0,1.2623,1.015,1.438,1.1721,1.134,1.1345,0.9033,0.9116,1.0263,1.4559,0.7314,1.596,1.4772
2015-04-17,1.5206,1.6784,4.5466,1.8171,1.9885,1.6699,1.6602,1.6482,1.7515,4.2363,1.6209,1.6003,1.4797,1.9346,1.6535,1.731,1.9676,1.7765,1.8506,1.9542,0,0.992,1.983,2.015,2.39,2.2379,2.2353,1.9718,0,0,1.6682,1.9212,1.6725,1.9856,0,0,2.6203,1.3588,1.0618,1.0832,0.9991,0,0,0,0,0,1.0176,1.0132,0,0,0,1.0122,1.0909,0,0,0,0,0,0,0,0,1.0939,0,1.3134,2.7511,0,1.486,1.4341,1.7928,1.5549,1.5109,1.0023,0,1.0003,0,0,1.6091,1.6581,2.1371,0,0,0,0,1.2845,0.996,1.414,1.1581,1.1293,1.1311,0.9022,0.9104,1.0588,1.5051,0.7528,1.657,1.4894
2015-04-20,1.4928,1.6514,4.4493,1.7802,1.9561,1.6089,1.6771,1.6353,1.7828,4.1644,1.6003,1.5736,1.466,1.8461,1.6313,1.692,1.9366,1.7482,1.8207,1.9231,0,0.9918,1.966,2,2.346,2.1987,2.1958,1.939,0,0,1.6525,1.8367,1.6212,1.955,0,0,2.5586,1.3182,1.0674,1.0843,1.003,0,0,0,0,0,1.0179,1.0135,0,0,0,1.0125,1.091,0,0,0,0,0,0,0,0,1.0943,0,1.2667,2.6179,0,1.44,1.4199,1.7784,1.5021,1.458,1.0023,0,1.0003,0,0,1.5887,1.6026,2.0529,0,0,0,0,1.2658,1.015,1.436,1.1683,1.1064,1.1096,0.909,0.9172,1.0711,1.4938,0.7497,1.658,1.4719
2015-04-21,1.5095,1.6644,4.518,1.83,1.9839,1.6462,1.6868,1.6635,1.7871,4.2342,1.6386,1.5996,1.5002,1.8943,1.65,1.732,1.9953,1.7854,1.8593,1.9643,0,1.0105,2,2.011,2.42,2.278,2.2734,2.0011,0,0,1.7286,1.8835,1.681,2.0137,0,0,2.6028,1.3572,1.0695,1.0851,1.0049,0,0,0,0,0,1.018,1.0136,0,0,0,1.0126,1.0912,0,0,0,0,0,0,0,0,1.0945,0,1.3201,2.7246,0,1.496,1.4957,1.8584,1.5604,1.5084,1.0023,0,1.0003,0,0,1.6623,1.6644,2.1088,0,0,0,0,1.2948,1.012,1.442,1.168,1.1368,1.1391,0.8969,0.9051,1.0973,1.4883,0.7652,1.674,1.5362
2015-04-22,1.5496,1.6966,4.6368,1.8651,2.0242,1.6959,1.715,1.7068,1.8209,4.3451,1.6738,1.6386,1.5401,1.9638,1.6955,1.775,2.0523,1.8315,1.9071,2.0147,0,1.0322,2.047,2.043,2.477,2.3375,2.3333,2.0492,0,0,1.7544,1.9502,1.713,2.0705,0,0,2.6767,1.37,1.069,1.0864,1.005,0,0,0,0,0,1.0181,1.0137,0,0,0,1.0127,1.0913,0,0,0,0,0,0,0,0,1.0948,0,1.3503,2.8732,0,1.526,1.522,1.9046,1.5912,1.5318,1.0023,0,1.0003,0,0,1.6918,1.6969,2.1827,0,0,0,0,1.3271,1.005,1.45,1.174,1.1402,1.1411,0.9022,0.9104,1.124,1.5204,0.7823,1.697,1.5688
2015-04-23,1.5429,1.6832,4.601,1.8608,2.0079,1.6799,1.7217,1.7179,1.8493,4.3336,1.6911,1.6448,1.5521,1.9332,1.692,1.76,2.0703,1.8322,1.9078,2.0159,0,1.0621,2.068,2.046,2.499,2.3628,2.3585,2.0696,0,0,1.7462,1.9221,1.7087,2.0882,0,0,2.6919,1.3522,1.0678,1.0872,1.0049,0,0,0,0,0,1.0182,1.0138,0,0,0,1.0128,1.0914,0,0,0,0,0,0,0,0,1.0949,0,1.3433,2.8278,0,1.525,1.5162,1.9365,1.5927,1.5444,1.0023,0,1.0003,0,0,1.6871,1.6986,2.1567,0,0,0,0,1.3301,0.994,1.457,1.1768,1.1361,1.1376,0.891,0.8991,1.1318,1.5139,0.8065,1.714,1.5787
2015-04-24,1.5228,1.6593,4.5323,1.8514,1.9764,1.6333,1.7449,1.72,1.8562,4.295,1.7041,1.6348,1.5546,1.8738,1.6792,1.731,2.0683,1.8182,1.8933,2.0009,0,1.0536,2.077,2.047,2.502,2.367,2.3621,2.0718,0,0,1.7547,1.8634,1.7265,2.0868,0,0,2.6439,1.3523,1.0678,1.0873,1.0043,0,0,0,0,0,1.0182,1.0139,0,0,0,1.0128,1.0916,0,0,0,0,0,0,0,0,1.095,0,1.3436,2.7384,0,1.53,1.5095,1.9671,1.5941,1.5459,1.0132,0,1.008,0,0,1.6822,1.7001,2.1018,0,0,0,0,1.3238,1.008,1.476,1.1786,1.1444,1.1462,0.8978,0.9059,1.1302,1.5077,0.8009,1.742,1.5879
2015-04-27,1.5696,1.7205,4.6496,1.866,2.0345,1.6767,1.7912,1.7626,1.9393,4.4046,1.7359,1.6855,1.5874,1.9155,1.7305,1.769,2.0987,1.8585,1.9349,2.0448,0,1.0885,2.117,2.098,2.526,2.3937,2.3892,2.0939,0,0,1.7755,1.9061,1.7444,2.1158,0,0,2.6949,1.375,1.0701,1.0898,1.0048,0,0,0,0,0,1.0185,1.0142,0,0,0,1.0131,1.0917,0,0,0,0,0,0,0,0,1.0953,0,1.3639,2.7679,0,1.541,1.5149,1.9747,1.6078,1.5463,1.0132,0,1.008,0,0,1.6935,1.7141,2.1413,0,0,0,0,1.3508,1.029,1.471,1.1732,1.1585,1.1661,0.8903,0.898,1.1588,1.5727,0.8226,1.767,1.5991
2015-04-28,1.5585,1.7287,4.6139,1.8128,2.0257,1.6815,1.7407,1.7325,1.9331,4.3563,1.6869,1.6687,1.5524,1.9308,1.7177,1.746,2.0393,1.8343,1.9092,2.0171,0,1.0604,2.064,2.052,2.446,2.3261,2.3217,2.0384,0,0,1.7147,1.922,1.7064,2.0588,0,0,2.6469,1.3722,1.0711,1.09,1.0059,0,0,0,0,0,1.0185,1.0143,0,0,0,1.0131,1.0918,0,0,0,0,0,0,0,0,1.0954,0,1.3261,2.7561,0,1.502,1.4603,1.9103,1.5627,1.5038,1.0132,0,1.008,0,0,1.6341,1.6661,2.146,0,0,0,0,1.3289,1.013,1.467,1.1764,1.1588,1.1632,0.9042,0.9119,1.139,1.5725,0.8049,1.689,1.5434
2015-04-29,1.5618,1.7219,4.6139,1.8445,2.0274,1.6779,1.7596,1.7522,1.9251,4.3763,1.7148,1.6728,1.5724,1.9249,1.7177,1.756,2.0735,1.8461,1.9222,2.0311,0,1.0797,2.094,2.06,2.483,2.3732,2.3689,2.0745,0,0,1.7507,1.9192,1.7351,2.0913,0,0,2.6553,1.3611,1.0711,1.0904,1.0063,0,0,0,0,0,1.0186,1.0143,0,0,0,1.0132,1.0919,0,0,0,0,0,0,0,0,1.0955,0,1.3501,2.7613,0,1.527,1.4747,1.9746,1.5924,1.5363,1.0132,0,1.008,0,0,1.6601,1.6978,2.1462,0,0,0,0,1.3408,0.995,1.457,1.1711,1.158,1.1606,0.9079,0.9157,1.1372,1.5619,0.8186,1.726,1.5764
2015-04-30,1.5507,1.7185,4.5709,1.8514,2.0272,1.6546,1.7664,1.7542,1.9182,4.3519,1.7083,1.6591,1.5715,1.8964,1.7025,1.763,2.071,1.8379,1.9133,2.0221,0,1.0523,2.09,2.041,2.482,2.3872,2.3816,2.0841,0,0,1.7376,1.896,1.7348,2.0885,0,0,2.6439,1.3446,1.0712,1.0913,1.0068,0,0,0,0,0,1.0187,1.0144,0,0,0,1.0133,1.0923,0,0,0,0,0,0,0,0,1.0956,0,1.3461,2.7209,0,1.527,1.4709,2.0052,1.5951,1.5499,1.0028,0,1.0013,0,0,1.6511,1.701,2.1302,0,0,0,0,1.3368,1.006,1.431,1.1588,1.1455,1.1512,0.902,0.91,1.1305,1.5493,0.7987,1.718,1.5684
2015-05-04,1.5663,1.7387,4.5996,1.8565,2.0536,1.6614,1.7929,1.7762,1.9637,4.3904,1.7286,1.6715,1.5888,1.9032,1.7165,1.79,2.0917,1.852,1.9278,2.038,0,1.053,2.107,2.055,2.505,2.3967,2.3928,2.0949,0,0,1.7497,1.9023,1.7219,2.1073,0,0,2.6926,1.3476,1.0716,1.0919,1.0076,0,0,0,0,0,1.019,1.0147,0,0,0,1.0136,1.0923,0,0,0,0,0,0,0,0,1.096,0,1.3445,2.7306,0,1.526,1.4878,1.9958,1.5941,1.5522,1.0028,0,1.0013,0,0,1.6668,1.7001,2.1328,0,0,0,0,1.3458,1.025,1.455,1.1757,1.1457,1.1513,0.891,0.8987,1.1536,1.5719,0.8006,1.723,1.5741
2015-05-05,1.5084,1.6562,4.4292,1.7991,1.9615,1.5956,1.7297,1.7058,1.8654,4.2222,1.6688,1.6016,1.5207,1.8298,1.6535,1.709,2.002,1.7782,1.8515,1.9572,0,1.0146,2.027,1.987,2.408,2.3106,2.3059,2.0253,0,0,1.689,1.827,1.6926,2.0198,0,0,2.567,1.3128,1.0718,1.0926,1.0077,0,0,0,0,0,1.019,1.015,0,0,0,1.0137,1.0924,0,0,0,0,0,0,0,0,1.0961,0,1.3224,2.6477,0,1.5,1.4281,1.9287,1.5586,1.507,1.0028,0,1.0013,1,0,1.6053,1.6629,2.0503,0,0,0,0,1.292,0.999,1.432,1.1622,1.1318,1.1366,0.8938,0.9017,1.0997,1.5186,0.7662,1.7,1.5193
