,000032.SH,000033.SH,000034.SH,000035.SH,000036.SH,000037.SH,000038.SH,000039.SH,000040.SH,000041.SH,H00032.SH,H00033.SH,H00034.SH,H00035.SH,H00036.SH,H00037.SH,H00038.SH,H00039.SH,H00040.SH,H00041.SH
2015/3/25,2005.772,2382.299,2946.692,3426.016,5980.447,5809.406,5084.433,5472.769,2792.692,2770.264,2460.2145,2896.6554,3433.0156,3954.4207,6646.7266,6347.6727,6166.3054,5889.4255,3051.8783,3436.4206
2015/3/26,1991.044,2357.052,2951.711,3449.106,6050.053,5892.524,4976.968,5517.365,2843.836,2712.648,2442.15,2865.9575,3438.8628,3981.0726,6724.0875,6438.4922,6035.9738,5937.4172,3107.7688,3364.9499
2015/3/27,2056.658,2365.5,3003.895,3408.266,6104.756,5855.464,5011.412,5301.131,2773.909,2716.317,2522.6297,2876.23,3499.6594,3933.9333,6784.8849,6397.9986,6077.7474,5704.7202,3031.3519,3369.5006
2015/3/30,2051.718,2382.628,3017.93,3432.696,6113.431,5909.825,5021.583,5333.134,2795.537,2718.981,2516.5711,2897.0552,3516.0107,3962.1318,6794.5262,6457.396,6090.0822,5739.1599,3054.9874,3372.8053
2015/3/31,2111.726,2413.226,3156.68,3476.268,6183.317,6004.1,5221.482,5280.42,2796.345,2780.065,2590.1752,2934.2603,3677.6601,4012.4235,6872.1979,6560.4064,6332.5159,5682.4325,3055.8705,3448.5785
2015/4/1,2069.241,2384.014,3091.892,3459.888,6137.764,5993.337,5171.468,5371.033,2780.341,2734.57,2538.0643,2898.741,3602.1793,3993.5176,6821.5698,6548.6457,6271.86,5779.9443,3038.381,3392.1434
2015/4/2,2096.233,2416.766,3144.97,3528.845,6217.234,6132.478,5256.832,5548.052,2860.282,2787.429,2571.1721,2938.5648,3664.0176,4073.1094,6909.8941,6700.679,6375.3876,5970.4398,3125.7408,3457.7134
2015/4/3,2118.636,2449.171,3138.389,3580.724,6289.904,6168.145,5205.714,5644.067,2927.656,2799.109,2598.6501,2977.9662,3656.35,4132.9905,6990.6601,6739.6508,6313.3935,6073.7648,3199.3679,3472.202
2015/4/7,2120.561,2472.169,3149.152,3627.063,6325.846,6229.328,5288.556,5771.939,2930.363,2823.269,2601.0121,3005.9296,3668.8896,4186.4764,7030.6057,6806.5021,6413.8616,6211.372,3202.3265,3502.171
2015/4/8,2177.873,2529.171,3230.851,3670.29,6518.178,6377.077,5412.772,5894.813,2992.976,2894.297,2671.308,3075.2384,3764.072,4236.3698,7244.366,6969.0494,6564.509,6343.6012,3270.7502,3590.2786
2015/4/9,2178.716,2508.027,3290.389,3621.958,6570.629,6316.999,5544.23,5786.936,2983.372,2851.916,2672.3421,3049.5288,3833.4364,4180.5834,7302.6607,6903.3943,6723.9393,6227.5114,3260.255,3537.7073
2015/4/10,2152.564,2475.961,3269.394,3562.592,6547.826,6273.03,5508.086,5803.126,2923.307,2807.474,2640.2648,3010.5402,3808.9755,4112.0622,7277.3168,6855.3443,6680.1046,6244.9337,3194.6159,3482.5785
2015/4/13,2194.302,2520.295,3322.714,3653.439,6759.791,6455.98,5611.853,5976.735,2970.731,2849.592,2691.4596,3064.4459,3871.0963,4216.9206,7512.8967,7055.2768,6805.9503,6431.7598,3246.4411,3534.8239
2015/4/14,2241.09,2568.273,3455.659,3696.19,6828.485,6703.105,5696.461,6109.487,3022.5,2920.215,2748.8484,3122.7835,4025.9822,4266.2651,7589.2445,7325.342,6908.5612,6574.6189,3303.014,3622.4302
2015/4/15,2236.436,2567.032,3599.158,3680.894,6813.94,6767.699,5658.353,6067.987,2996.316,3053.16,2743.1399,3121.2741,4193.1649,4249.5536,7573.0788,7395.9326,6862.3455,6529.9592,3274.4,3787.3434
2015/4/16,2194.25,2494.362,3647.482,3574.276,6567.058,6557.636,5653.569,5774.457,2888.508,2962.02,2691.3957,3032.9143,4249.4642,4132.1927,7300.5769,7166.3695,6856.5432,6214.0819,3156.5864,3674.2874
2015/4/17,2286.213,2538.342,3782.388,3676.832,6807.796,6685.905,5849.624,5828.669,2971.219,3068.956,2804.1953,3086.3899,4406.6345,4250.7572,7568.205,7306.5448,7094.3156,6272.4217,3246.9737,3806.9374
2015/4/20,2394.511,2602.071,4045.264,3712.031,6829.182,6739.787,5851.011,5815.662,3007.675,3137.686,2937.0296,3163.8777,4712.8963,4291.4506,7591.98,7365.4296,7095.9975,6258.4236,3286.8138,3892.1949
2015/4/21,2370.141,2589.732,4196.392,3665.961,6761.415,6514.562,5592.362,5608.858,3001.213,3118.379,2907.1381,3148.8751,4888.966,4238.1897,7516.6427,7119.2967,6782.3123,6035.8752,3279.7523,3868.2454
2015/4/22,2418.234,2660.955,4062.945,3817.103,7080.103,6758.045,5735.453,5881.118,3120.55,3201.017,2966.1271,3235.4762,4733.4956,4412.9232,7870.9275,7385.3823,6955.85,6328.8639,3410.1643,3970.7545
2015/4/23,2470.642,2717.8,4114.963,3914.212,7189.671,6891.152,5939.993,6027.731,3179.475,3367.705,3030.409,3304.6841,4794.0988,4525.191,7992.7347,7532.3619,7203.9123,6486.6392,3474.5576,4177.5257
2015/4/24,2505.703,2807.334,4124.486,3991.736,7156.034,6876.888,5853.678,6030.073,3259.126,3365.438,3073.4138,3413.7918,4805.193,4614.8154,7955.3393,7516.7706,7099.3455,6489.1593,3561.6017,4174.7141
2015/4/27,2487.37,2770.61,4227.297,3992.269,7183.66,6957.821,5673.605,6134.929,3301.701,3333.749,3050.928,3369.1347,4924.9717,4615.4309,7986.0516,7605.2349,6880.953,6601.9979,3608.1277,4135.4051
2015/4/28,2637.568,2822.319,4438.46,3992.291,7263.427,7030.765,5804.658,6129.399,3358.519,3411.759,3235.1562,3432.0145,5170.9856,4615.4572,8074.7283,7684.9657,7039.8941,6596.0467,3670.2188,4232.1731
2015/4/29,2574.324,2750.961,4369.578,3824.728,7015.636,6874.722,5853.583,5781.073,3313.993,3343.863,3157.5825,3345.2404,5090.735,4421.738,7799.2598,7514.4032,7099.2301,6222.0597,3621.561,4147.9504
2015/4/30,2568.745,2804.844,4356.566,3926.817,7163.33,6991.576,5844.658,6052.913,3378.403,3334.563,3150.7398,3410.7642,5075.5757,4539.7633,7963.451,7642.1302,7088.4058,6514.635,3691.9478,4136.4144
2015/5/4,2496.952,2752.153,4388.258,3906.512,7108.502,6992.659,5771.486,6159.352,3315.522,3426.706,3062.6803,3346.6907,5112.4985,4517.4333,7902.4993,7644.1189,7002.3502,6631.4382,3623.2321,4250.9744
2015/5/5,2513.147,2802.131,4434.253,3919.153,7159.979,6937.928,5789.438,6134.731,3340.209,3676.62,3082.5454,3407.4643,5166.0847,4532.0505,7959.7249,7584.2897,7024.956,6604.9302,3650.2101,4561.0039
2015/5/6,2437.933,2663.588,4261.68,3748.794,6907.675,6816.219,5559.409,5933.053,3216.459,3450.386,2990.2897,3238.9934,4965.0295,4335.0505,7679.2398,7451.242,6745.8374,6388.2682,3514.9747,4280.3515
2015/5/7,2357.316,2611.447,4068.03,3706.219,6832.516,6783.836,5612.983,6000.543,3204.962,3348.466,2891.408,3175.5883,4739.4193,4285.8172,7595.6854,7415.8418,6810.8449,6461.7561,3502.4101,4153.9152
2015/5/8,2247.985,2546.874,3860.72,3674.148,6748.024,6648.698,5587.61,5892.263,3121.051,3132.522,2757.306,3097.1458,4497.8949,4249.245,7501.7571,7268.1138,6780.0574,6345.1533,3410.7121,3886.0277
2015/5/11,2298.085,2599.109,3984.914,3756.522,6895.42,6814.694,5586.095,6280.637,3244.995,3225.572,2818.757,3160.6663,4642.5854,4344.5119,7665.6165,7449.5745,6778.2183,6763.3777,3546.1591,4001.4591
2015/5/12,2369.87,2678.654,4105.973,3896.811,7061.416,7084.332,5694.513,6665.097,3356.498,3353.969,2906.8061,3258.5368,4783.6242,4506.7592,7850.1532,7744.3323,6909.7741,7177.3882,3668.0098,4160.7414
2015/5/13,2379.331,2694.971,4225.272,3945.839,7145.509,7164.687,5718.946,6870.496,3390.259,3496.455,2918.41,3278.3863,4923.3448,4564.4429,7943.639,7832.1736,6939.4213,7398.5748,3704.9047,4337.5018
2015/5/14,2340.525,2714.564,4162.836,3988.304,7240.818,7180.457,5629.192,6887.243,3462.437,3399.351,2870.8129,3302.2209,4850.594,4613.5659,8049.5943,7849.413,6830.5132,7421.0294,3783.7818,4217.0392
2015/5/15,2363.112,2768.795,4128.247,3948.09,7185.072,7164.499,5599.286,6782.89,3479.084,3434.817,2898.5167,3371.9717,4810.2903,4567.0469,7987.6218,7831.9684,6794.224,7308.5893,3801.9733,4261.0364
2015/5/18,2274.918,2734.256,4099.412,3897.52,7066.539,7046.201,5456.537,6811.043,3409.196,3340.399,2790.3406,3329.9078,4777.6828,4508.5494,7856.1756,7702.6493,6621.0111,7338.9247,3725.5996,4143.9072
2015/5/19,2249.223,2691.923,4055.352,3902.275,7044.97,7181.378,5330.845,7022.06,3463.029,3311.644,2758.8239,3278.5112,4726.4585,4514.3105,7837.2531,7853.0859,6468.4962,7566.2955,3784.4279,4108.2349
2015/5/20,2319.997,2757.146,4178.037,4009.699,7255.827,7319.352,5569.689,7090.322,3540.719,3409.127,2845.6329,3357.9471,4869.4454,4639.3364,8073.8746,8003.9652,6758.6816,7639.8485,3869.3284,4229.1668
2015/5/21,2318.783,2771.094,4218.259,4096.445,7293.801,7387.238,5561.856,7180.902,3591.732,3440.954,2844.1446,3374.9341,4916.4997,4744.8094,8116.1301,8078.2013,6749.1762,7737.4485,3925.0768,4268.6501
2015/5/22,2369.84,2820.456,4296.858,4227.105,7536.768,7673.914,5579.403,7342.155,3735.413,3493.616,2906.7695,3435.0532,5008.354,4896.1501,8386.4898,8396.0513,6771.6469,7911.1993,4082.092,4333.9799
2015/5/25,2464.958,2912.082,4395.545,4292.686,7749.745,7792.273,5761.206,7351.61,3824.43,3608.684,3023.4376,3546.7428,5124.215,4972.1106,8623.4786,8526.796,6992.2984,7921.542,4180.0066,4476.7267
2015/5/26,2539.599,3014.607,4621.342,4401.917,8088.651,7958.152,5906.103,7422.805,3975.413,3754.119,3114.9896,3671.6126,5387.443,5098.6308,9000.5947,8708.3113,7168.158,7998.2564,4345.0281,4657.1441
2015/5/27,2577.566,3072.1,4731.661,4532.063,8236.806,8079.329,5940.386,7853.698,4253.022,3823.865,3161.5596,3741.6353,5516.0502,5251.731,9168.1525,8840.9098,7209.7676,8462.8081,4648.4481,4743.6669
2015/5/28,2636.001,3122.221,4696.466,4504.741,8286.141,8177.899,5856.465,7970.718,4413.126,3915.484,3233.2341,3802.6803,5475.0203,5221.0298,9223.0655,8948.7725,7120.4267,8588.9041,4823.437,4857.655
2015/5/29,2419.24,2912.839,4373.245,4172.88,7729.125,7761.727,5444.38,7525.078,4338.756,3663.997,2967.3611,3549.5556,5098.2172,4836.3998,8626.3143,8493.3702,6619.405,8111.541,4746.6193,4547.0521
2015/6/1,2391.534,2926.453,4365.099,4182.5,7705.021,7989.148,5419.143,7718.852,4531.997,3644.583,2933.3784,3566.5193,5089.0342,4847.6632,8599.4131,8744.0113,6588.721,8321.765,4958.0258,4522.9589
2015/6/2,2546.194,3072.511,4560.403,4397.657,8097.055,8370.402,5665.438,8133.968,4758.995,3894.625,3123.0788,3744.5232,5317.5259,5097.0377,9036.9542,9161.877,6888.1724,8769.3713,5206.3622,4834.5286
2015/6/3,2583.635,3145.285,4628.884,4566.967,8357.961,8500.21,5663.386,8430.049,4865.661,4006.69,3169.0032,3833.2138,5398.2981,5293.2734,9328.1461,9303.9589,6885.6765,9089.0848,5323.0554,4973.6385
2015/6/4,2577.724,3134.509,4602.201,4575.321,8219.507,8431.53,5666.78,8470.328,5038.634,3939.719,3161.7526,3820.0809,5367.1793,5302.9563,9173.6196,9228.7846,6905.8935,9132.5137,5512.289,4890.5061
2015/6/5,2684.193,3174.748,4563.943,4532.557,8126.219,8396.271,5864.486,8338.134,5014.566,3972.118,3292.6067,3869.1216,5322.5626,5253.6232,9071.8868,9191.4452,7146.8302,8989.9845,5485.9591,4930.7241
2015/6/8,2722.947,3300.56,4732.892,4577.739,8229.496,8466.99,5823.933,8262.313,5032.432,4079.836,3340.1446,4022.4499,5519.5938,5305.9933,9187.1825,9268.861,7097.4096,8908.2369,5505.5041,5064.4378
2015/6/9,2788.211,3302.053,4837.486,4623.322,8378.028,8434.395,6147.167,8015.233,4886.329,4154.876,3420.2014,4024.2697,5642.1297,5358.828,9352.9994,9233.179,7491.3231,8641.8403,5345.6664,5157.5878
2015/6/10,2854.223,3303.982,4761.486,4643.163,8368.746,8322.982,6051.344,8097.208,4885.256,4239.095,3501.1761,4026.6203,5554.4123,5381.8251,9342.6372,9111.2157,7374.5469,8730.2239,5344.4934,5262.1312
2015/6/11,2817.298,3289.109,4646.099,4752.601,8551.747,8473.158,5994.192,8392.917,4929.085,4154.052,3455.8809,4011.7554,5421.2246,5513.1446,9547.4053,9275.6131,7304.8978,9049.0509,5393.9452,5156.564
2015/6/12,2782.561,3316.312,4613.895,4763.548,8644.65,8626.243,5961.619,8451.116,4927.165,4125.712,3416.5467,4044.9351,5384.0479,5525.8441,9651.1253,9443.1965,7267.957,9111.7993,5391.8444,5121.385
2015/6/15,2833.69,3332.105,4607.304,4879.863,8768.346,8687.533,5976.784,8445.551,5082.303,4223.489,3479.3257,4064.6289,5377.0054,5660.7727,9789.4848,9510.8932,7287.7523,9105.7988,5564.0921,5242.7586
2015/6/16,2758.819,3309.314,4546.162,4830.753,8536.13,8486.734,5811.312,8071.023,4984.781,4171.479,3396.5732,4036.8277,5305.6489,5605.004,9530.2259,9292.4271,7085.985,8701.9924,5457.3253,5178.1964
2015/6/17,2672.19,3149.083,4287.653,4684.534,8365.79,8155.432,5749.179,7771.458,4653.759,4005.731,3291.6918,3841.3715,5009.7651,5435.723,9347.441,8929.6722,7010.223,8379.0076,5094.924,4972.4479
2015/6/18,2758.991,3217.725,4357.756,4748.156,8458.164,8246.306,5781.099,8004.093,4698.548,4213.32,3398.6158,3925.5287,5091.674,5510.2156,9450.8588,9029.173,7049.145,8629.8295,5143.9584,5230.1355
2015/6/19,2664.214,3112.362,4210.749,4611.31,8140.864,7954.167,5514.268,7584.504,4556.449,4069.081,3281.9144,3796.9886,4919.909,5351.63,9096.9083,8710.1708,6723.7856,8177.4382,4988.5305,5051.0872
2015/6/23,2481.436,2853.81,3902.478,4302.202,7545.399,7486.459,5241.808,7150.123,4225.343,3813.633,3063.2223,3487.6413,4566.5164,4994.5725,8436.6247,8198.0087,6391.5639,7709.0987,4626.0263,4738.2513
2015/6/24,2564.357,2889.152,4046.744,4304.158,7841.431,7719.772,5424.936,7172.191,4199.057,3902.2,3165.5849,3531.2254,4735.3306,4996.8434,8767.6214,8453.4974,6631.674,7733.1582,4597.2478,4853.8072
2015/6/25,2695.727,2993.855,4157.645,4393.497,8059.514,7834.744,5473.78,7203.168,4345.761,4111.533,3327.7547,3659.1979,4866.2508,5100.5595,9012.8439,8579.3962,6691.3839,7766.5575,4757.8629,5114.1891
2015/6/26,2589.271,2865.377,4009.023,4162.081,7808.465,7484.48,5328.188,6796.174,4218.266,4031.886,3196.3396,3502.1771,4692.2992,4831.9008,8732.1,8204.876,6513.4053,7328.0084,4618.2785,5015.1187
2015/6/29,2404.76,2611.005,3657.041,3810.216,7186.018,6849.315,4971.352,6193.684,3817.555,3728.497,2969.0849,3191.2735,4281.2401,4424.6129,8037.1137,7509.1349,6077.4761,6681.5622,4179.5686,4648.0697
2015/6/30,2415.967,2471.74,3474.616,3600.157,6950.412,6576.611,4898.634,5747.334,3495.815,3630.12,2982.9217,3021.0581,4067.6781,4182.6508,7773.6035,7210.1599,5988.5781,6200.0538,3827.3183,4525.4288
2015/7/1,2475.911,2628.036,3698.973,3833.097,7371.291,7079.004,5260.453,6127.896,3716.975,3737.535,3057.1672,3212.0891,4331.1344,4453.2792,8244.8301,7760.9509,6430.9019,6612.3267,4069.4499,4674.7707
2015/7/2,2346.828,2462.931,3435.082,3655.656,7055.642,6912.742,5028.656,5800.785,3502.753,3493.131,2897.9344,3010.3448,4022.1442,4247.13,7891.7751,7578.6719,6152.6763,6259.3558,3834.9145,4369.0793
2015/7/3,2248.399,2276.567,3209.553,3450.742,6760.013,6568.986,5037.986,5421.394,3247.553,3240.844,2776.3907,2782.5598,3758.4724,4009.0606,7561.1121,7201.8002,6164.0916,5849.9728,3555.5143,4053.5287
2015/7/6,2088.469,2104.258,2961.39,3269.372,6392.696,6244.825,4815.125,5131.328,3018.19,3002.42,2578.904,2571.9526,3467.867,3798.3458,7150.774,6846.4124,5919.1892,5536.9764,3309.5755,3755.3162
2015/7/7,2093.951,2096.783,3005.524,3301.011,6541.441,6243.029,5155.482,4969.018,2990.162,2982.8,2585.9105,2562.8165,3519.5486,3836.2312,7317.1581,6844.8303,6341.6612,5361.8348,3278.8415,3730.7759
2015/7/8,2056.981,1983.402,2933.174,3126.996,6162.375,5804.624,5335.29,4712.583,2814.34,2885.819,2540.2546,2424.2352,3434.8257,3634.0014,6893.1404,6365.2234,6581.497,5085.1283,3086.0448,3609.4764
2015/7/9,1895.472,1849.675,2717.778,2957.369,5767.241,5469.685,4924.126,4537.479,2655.775,2692.972,2340.943,2261.054,3182.8765,3436.8711,6451.1491,5997.9369,6077.7371,4896.1817,2912.172,3380.3687
2015/7/10,2020.147,1997.075,2949.042,3157.093,6162.635,5815.658,5200.523,4657.672,2793.049,2860.211,2498.2666,2444.4167,3453.805,3668.9783,6894.0671,6377.3233,6418.887,5025.8765,3062.6987,3590.2961
2015/7/13,2126.068,2163.033,3201.682,3360.893,6589.434,6198.217,5342.1,4805.455,2937.859,3048.293,2629.2571,2648.7512,3750.1928,3906.5242,7371.5221,6796.8289,6602.8788,5185.342,3221.489,3826.3881
2015/7/14,2194.735,2307.721,3374.103,3564.609,6855.472,6634.1,5227.671,5145.079,3143.55,3245.691,2714.1757,2825.9289,3952.1524,4143.3954,7669.1364,7274.8086,6461.4437,5551.8142,3447.0385,4087.8098
2015/7/15,2125.553,2240.787,3259.856,3527.545,6786.794,6650.959,5066.388,5422.665,3257.738,3195.956,2628.8137,2743.9643,3818.6635,4101.2434,7592.3068,7293.2962,6262.0964,5851.9824,3572.2498,4025.1709
2015/7/16,2076.448,2080.471,3076.04,3310.605,6504.73,6191.01,5075.887,5131.795,3052.021,2984.698,2568.1264,2547.8489,3604.4753,3849.4008,7276.7656,6788.9261,6273.838,5538.0849,3346.6733,3759.4912
2015/7/17,2079.087,2122.858,3160.728,3355.649,6618.219,6358.303,5016.24,5161.918,3081.992,3042.506,2572.4047,2599.7572,3703.9156,3906.6591,7407.5332,6973.0405,6200.1138,5570.5929,3379.537,3832.3056
2015/7/20,2141.358,2237.541,3340.263,3518.449,6881.708,6689.796,5104.878,5440.772,3317.111,3178.469,2649.4739,2740.8774,3914.8151,4096.1911,7726.6796,7336.5836,6316.7949,5873.35,3637.4118,4004.1095
2015/7/21,2163.813,2245.896,3416.846,3526.399,6863.384,6703.781,5052.855,5601.248,3392.411,3207.14,2677.2573,2751.1108,4004.5705,4105.4465,7706.1063,7351.9202,6252.4216,6046.5843,3719.9823,4040.2277
2015/7/22,2162.76,2271.659,3486.469,3572.242,6865.471,6825.002,5000.848,5587.782,3510.036,3231.398,2675.9545,2782.6704,4086.1691,4159.0501,7708.4486,7485.0181,6188.0675,6032.0478,3848.9657,4074.4729
2015/7/23,2196.783,2282.876,3490.915,3574.723,6949.662,6847.607,4932.718,5730.916,3560.674,3281.474,2718.0502,2796.4105,4091.38,4185.0167,7802.9774,7510.8838,6103.7635,6186.5616,3904.4931,4139.9217
2015/7/24,2234.358,2363.835,3578.368,3691.89,7126.616,7001.996,5027.871,5862.199,3718.59,3345.25,2764.5422,2896.1999,4195.7631,4325.955,8001.6589,7680.9115,6221.5068,6328.556,4077.6574,4220.3813
2015/7/27,2244.871,2322.139,3527.544,3636.141,7007.184,6821.537,4931.924,5730.995,3680.825,3305.305,2777.5487,2845.1143,4136.1701,4260.7135,7867.5617,7482.9548,6102.7817,6186.914,4037.0759,4175.0861
2015/7/28,2053.062,2111.34,3211.245,3350.666,6425.521,6230.747,4506.126,5285.901,3330.284,3059.469,2540.2261,2586.9859,3765.6746,3926.2036,7214.4796,6834.8822,5580.582,5706.9905,3652.6079,3864.5599
2015/7/29,1990.725,2050.999,3107.916,3311.061,6476.106,6313.709,4574.624,5104.854,3185.211,3055.589,2463.0978,2513.0517,3644.5052,3879.7949,7271.2756,6925.8877,5665.4125,5511.7779,3493.4941,3861.8871
2015/7/30,2050.984,2173.216,3315.822,3435.535,6709.787,6582.38,4585.282,5361.168,3349.61,3204.168,2538.1846,2662.802,3888.3065,4025.65,7533.6494,7220.6092,5678.6116,5788.5241,3673.8041,4049.6722
2015/7/31,2000.522,2103.266,3242.376,3329.797,6521.376,6311.302,4475.695,5236.773,3217.242,3115.039,2475.7363,2577.0931,3802.1801,3901.7497,7324.9906,6923.2474,5542.8947,5654.2131,3528.625,3937.0241
2015/8/3,1965.837,2098.093,3176.448,3286.899,6511.771,6374.904,4471.932,5099.325,3120.111,3107.748,2432.8123,2570.7545,3724.8693,3851.4829,7316.6087,6993.0163,5538.2339,5505.8082,3422.0937,3928.4679
2015/8/4,1957.651,2100.33,3100.247,3233.194,6529.813,6448.555,4539.263,4823.802,2955.182,3120.37,2422.6806,2573.4954,3635.5118,3788.5534,7336.8807,7073.8089,5621.6198,5208.3221,3241.2017,3944.4226
2015/8/5,2025.427,2193.67,3276.901,3392.864,6761.154,6675.211,4602.069,5146.174,3190.384,3230.116,2506.5575,2687.8641,3842.6656,3976.0806,7596.815,7322.4408,5699.4017,5556.3916,3499.1676,4083.1518
2015/8/6,1986.545,2160.013,3248.917,3309.869,6633.35,6552.975,4496.022,5017.657,3105.511,3166.543,2458.4383,2646.6244,3810.0002,3878.8194,7453.2149,7188.3533,5568.0694,5417.6304,3406.0805,4002.7894
2015/8/7,1975.319,2139.195,3216.049,3292.961,6555.258,6504.164,4462.877,5056.071,3066.305,3137.453,2444.5466,2621.2971,3771.795,3859.0052,7365.4705,7134.8089,5527.021,5459.106,3363.0796,3966.0172
2015/8/10,2019.205,2192.923,3308.045,3390.384,6671.139,6618.129,4516.648,5255.468,3218.458,3210.235,2498.8572,2687.1336,3879.6889,3973.1744,7495.6749,7265.0349,5593.6125,5674.3984,3529.9587,4058.0208
2015/8/11,2133.677,2322.557,3533.138,3564.743,6963.262,6938.66,4677.746,5525.893,3456.795,3365.171,2640.5208,2845.9823,4143.6782,4177.5042,7823.9029,7618.0004,5793.4303,5966.3789,3791.3639,4253.8731
2015/8/12,2165.573,2362.162,3504.483,3614.699,6975.161,6883.382,4611.976,5492.337,3462.551,3369.402,2679.9943,2894.5132,4110.0717,4236.0475,7837.2724,7557.3098,5711.9736,5930.149,3797.6769,4259.2217
2015/8/13,2155.794,2335.581,3483.993,3564.599,6967.541,6756.41,4538.412,5331.463,3425.445,3358.258,2667.8927,2861.9413,4086.0407,4177.3356,7828.7106,7423.2673,5620.8645,5756.4512,3756.9791,4245.1345
2015/8/14,2174.101,2407.28,3554.699,3668.028,7055.617,6818.135,4556.772,5443.982,3533.79,3478.2,2690.5482,2949.7985,4168.9651,4298.6099,7927.6731,7491.0846,5643.6037,5877.9391,3876.653,4396.7522
2015/8/17,2195.752,2387.602,3540.086,3681.33,7097.702,6880.831,4553.749,5457.845,3592.381,3498.58,2717.3417,2925.6857,4151.8269,4314.1983,7974.9599,7559.9676,5644.0324,5892.9069,3940.9282,4422.5144
2015/8/18,2203.678,2447.374,3569.195,3745.974,7231.832,7102.469,4483.886,5486.504,3602.451,3575.215,2727.1512,2998.9293,4185.966,4389.9556,8125.667,7803.4821,5557.4423,5923.8509,3951.9755,4519.3877
2015/8/19,2050.671,2242.397,3265.246,3467.372,6774.864,6681.395,4292.785,5027.463,3246.121,3305.761,2537.7976,2747.7568,3830.3115,4063.4581,7612.2199,7340.8473,5320.5871,5428.218,3561.0727,4178.7735
2015/8/20,2050.039,2311.125,3312.139,3537.767,6897.425,6855.906,4331.863,5174.431,3336.12,3375.531,2537.0151,2831.9745,3886.1628,4145.9835,7750.3697,7532.5834,5369.0222,5586.9015,3659.804,4267.2847
2015/8/21,1968.132,2244.605,3146.7,3420.249,6669.164,6564.467,4216.521,5069.801,3286.688,3270.676,2435.6523,2750.4627,3692.8329,4008.2608,7493.8823,7212.3787,5226.3862,5473.9315,3605.5752,4134.7282
2015/8/24,1884.899,2148.247,3019.722,3215.304,6385.824,6248.369,4055.817,4777.082,3093.472,3136.35,2332.6475,2632.389,3543.8788,3768.082,7175.5037,6865.0817,5027.1944,5157.8783,3393.613,3967.9289
2015/8/25,1712.492,1955.847,2763.754,2918.687,5836.199,5676.497,3678.034,4383.97,2800.649,2900.52,2119.2861,2396.6278,3243.4802,3420.4698,6557.9111,6236.7665,4558.9309,4733.4298,3072.3794,3669.5704
2015/8/26,1541.384,1775.943,2547.893,2677.075,5544.936,5249.433,3444.606,4033.685,2539.122,2698.516,1907.532,2176.1802,2990.3927,3137.3204,6230.63,5767.5517,4269.597,4355.2233,2785.4774,3414.0071
2015/8/27,1480.365,1690.72,2420.99,2635.221,5588.316,5243.042,3572.62,3792.456,2415.766,2632.579,1832.0187,2071.7513,2841.45,3088.2708,6279.3756,5760.5294,4428.2699,4094.7647,2650.1534,3330.5876
2015/8/28,1548.289,1762.443,2574.002,2793.206,5901.272,5494.425,3855.029,3920.378,2543.133,2730.463,1916.0775,2159.6378,3021.0362,3273.417,6631.0316,6036.7246,4778.3162,4232.8838,2789.8778,3454.4239
2015/8/31,1655.01,1878.951,2758.163,2953.344,6096.641,5774.618,3920.08,4184.091,2737.429,2873.157,2048.1492,2302.4029,3237.1811,3461.0851,6850.5603,6344.5722,4858.9476,4517.6187,3003.0261,3634.9528
2015/9/1,1653.181,1855.797,2823.474,2912.136,5991.128,5606.955,3989.573,4044.219,2620.029,2862.996,2045.8861,2274.031,3313.835,3412.7929,6731.9989,6160.3609,4945.0846,4366.5971,2874.2348,3622.0973
2015/9/2,1662.164,1826.577,2766.869,2797.168,5860.316,5336.101,4061.345,3842.791,2437.332,2827.694,2057.0033,2238.225,3247.3982,3278.0597,6585.0111,5862.7729,5034.0456,4149.1119,2673.812,3577.4356
2015/9/7,1614.245,1801.224,2758.441,2801.431,5843.242,5376.603,4096.84,3772.203,2380.385,2841.972,1997.7014,2207.1586,3237.5066,3283.0554,6565.8254,5907.2724,5078.0417,4072.8978,2611.3393,3595.4991
2015/9/8,1586.304,1785.714,2677.283,2750.116,5690.115,5398.263,3879.801,3802.185,2425.768,2779.657,1963.1231,2188.1527,3142.2539,3222.9189,6393.7621,5931.0705,4809.0219,4105.2688,2661.1255,3516.6616
2015/9/9,1625.74,1844.59,2734.44,2847.827,5789.01,5655.242,3975.92,3986.445,2533.215,2861.602,2011.9264,2260.2982,3209.3378,3337.4278,6504.8871,6213.4136,4928.1609,4304.2173,2778.9973,3620.3339
2015/9/10,1681.757,1905.975,2786.172,2916.219,5855.539,5715.182,4027.535,4138.134,2620.859,2919.588,2081.2499,2335.5174,3270.0539,3417.5782,6579.6426,6279.2695,4995.8894,4467.9981,2875.1452,3693.694
2015/9/11,1647.802,1865.916,2756.705,2869.628,5760.76,5671.943,4031.159,4039.557,2547.646,2858.61,2039.229,2286.4294,3235.47,3362.9767,6473.1431,6231.7628,5000.3838,4361.563,2794.8286,3616.5478
2015/9/14,1638.438,1865.042,2753.425,2890.952,5745.643,5633.526,4004.492,4085.79,2581.247,2861.082,2027.6407,2285.359,3231.6203,3387.9678,6456.1572,6189.555,4967.3062,4411.4812,2831.6902,3619.676
